,original title,genres,runtimes,countries,country codes,votes,year,rating,original air date,kind,awards,id,domestic,international
22,The Tracey Fragments (2007),['Drama'],['77'],['Canada'],['ca'],7155.0,2007.0,6.2,21 Feb 2008 (Greece),movie,"[{'award': 'Canadian Award', 'year': 2007, 'result': 'Winner', 'category': 'Atlantic Film Festival', 'notes': 'Best Actress', 'to': [<Person id:0680983[http] name:_Ellen Page_>]}, {'award': 'Canadian Award', 'year': 2007, 'result': 'Winner', 'category': 'Atlantic Film Festival', 'notes': 'Best Canadian Feature', 'to': [<Person id:0567680[http] name:_Bruce McDonald_>]}, {'award': 'Canadian Award', 'year': 2007, 'result': 'Winner', 'category': 'Atlantic Film Festival', 'notes': 'Best Director', 'to': [<Person id:0567680[http] name:_Bruce McDonald_>]}, {'award': 'Manfred Salzgeber Award', 'year': 2007, 'result': 'Winner', 'category': 'Berlin International Film Festival', 'to': [<Person id:0567680[http] name:_Bruce McDonald_>]}, {'award': 'Chlotrudis Award', 'year': 2009, 'result': 'Nominee', 'category': 'Chlotrudis Awards', 'notes': 'Best Supporting Actor', 'to': [<Person id:0724995[http] name:_Julian Richings_>]}, {'award': 'Chlotrudis Award', 'year': 2009, 'result': 'Nominee', 'category': 'Chlotrudis Awards', 'notes': 'Best Adapted Screenplay', 'to': [<Person id:2267721[http] name:_Maureen Medved_>]}, {'award': 'DGC Craft Award', 'year': 2008, 'result': 'Nominee', 'category': 'Directors Guild of Canada', 'notes': 'Sound Editing - Feature Film', 'to': [<Person id:0613171[http] name:_Steve Munro_>, <Person id:0852223[http] name:_David Drainie Taylor_>]}, {'award': 'Genie', 'year': 2008, 'result': 'Nominee', 'category': 'Genie Awards', 'notes': 'Best Performance by an Actress in a Leading Role', 'to': [<Person id:0680983[http] name:_Ellen Page_>]}, {'award': 'Genie', 'year': 2008, 'result': 'Nominee', 'category': 'Genie Awards', 'notes': 'Best Achievement in Direction', 'to': [<Person id:0567680[http] name:_Bruce McDonald_>]}, {'award': 'Genie', 'year': 2008, 'result': 'Nominee', 'category': 'Genie Awards', 'notes': 'Best Screenplay, Adapted', 'to': [<Person id:2267721[http] name:_Maureen Medved_>]}, {'award': 'Genie', 'year': 2008, 'result': 'Nominee', 'category': 'Genie Awards', 'notes': 'Best Achievement in Editing', 'to': [<Person id:1409133[http] name:_Jeremiah Munce_>, <Person id:0768786[http] name:_Gareth C. Scales_>]}, {'award': 'Genie', 'year': 2008, 'result': 'Nominee', 'category': 'Genie Awards', 'notes': 'Best Achievement in Overall Sound', 'to': [<Person id:0372002[http] name:_John Hazen_>, <Person id:2050073[http] name:_Matthew Chan_>, <Person id:2101834[http] name:_Brad Dawe_>]}, {'award': 'Genie', 'year': 2008, 'result': 'Nominee', 'category': 'Genie Awards', 'notes': 'Best Achievement in Sound Editing', 'to': [<Person id:0613171[http] name:_Steve Munro_>, <Person id:0793424[http] name:_Paul Shikata_>, <Person id:0797344[http] name:_John Sievert_>, <Person id:0852223[http] name:_David Drainie Taylor_>]}, {'award': 'VFCC Award', 'year': 2008, 'result': 'Winner', 'category': 'Vancouver Film Critics Circle', 'notes': 'Best Actress in a Canadian Film', 'to': [<Person id:0680983[http] name:_Ellen Page_>]}, {'award': 'Spotlight Award', 'year': 2009, 'result': 'Winner', 'category': ""Women in Film & Television Vancouver's Spotlight Awards (CA)"", 'notes': 'Artistic Achievement Award', 'to': [<Person id:2267721[http] name:_Maureen Medved_>]}]",0801526,32645,9673
23,An American Crime (2007),"['Biography', 'Crime', 'Drama', 'Horror']",['98'],['United States'],['us'],30525.0,2007.0,7.3,07 Dec 2007 (Sweden),movie,"[{'award': 'Golden Globe', 'year': 2009, 'result': 'Nominee', 'category': 'Golden Globes, USA', 'notes': 'Best Performance by an Actress in a Miniseries or a Motion Picture Made for Television', 'to': [<Person id:0001416[http] name:_Catherine Keener_>]}, {'award': 'Primetime Emmy', 'year': 2008, 'result': 'Nominee', 'category': 'Primetime Emmy Awards', 'notes': 'Outstanding Lead Actress in a Miniseries or a Movie', 'to': [<Person id:0001416[http] name:_Catherine Keener_>]}, {'award': 'WGA Award (TV)', 'year': 2009, 'result': 'Nominee', 'category': 'Writers Guild of America, USA', 'notes': 'Long Form - Original', 'to': [<Person id:0641373[http] name:_Tommy O'Haver_>, <Person id:0877596[http] name:_Irene Turner_>]}]",0802948,nan,nan
24,X-Men: The Last Stand (2006),"['Action', 'Sci-Fi']",['104'],"['Canada', 'United States', 'United Kingdom']","['ca', 'us', 'gb']",462201.0,2006.0,6.7,26 May 2006 (USA),movie,"[{'award': 'Saturn Award', 'year': 2007, 'result': 'Winner', 'category': 'Academy of Science Fiction, Fantasy & Horror Films, USA', 'notes': 'Best Supporting Actress', 'to': [<Person id:0000463[http] name:_Famke Janssen_>]}, {'award': 'Saturn Award', 'year': 2007, 'result': 'Nominee', 'category': 'Academy of Science Fiction, Fantasy & Horror Films, USA', 'notes': 'Best Science Fiction Film', 'to': []}, {'award': 'Saturn Award', 'year': 2007, 'result': 'Nominee', 'category': 'Academy of Science Fiction, Fantasy & Horror Films, USA', 'notes': 'Best Supporting Actor', 'to': [<Person id:0001288[http] name:_Kelsey Grammer_>]}, {'award': 'Saturn Award', 'year': 2007, 'result': 'Nominee', 'category': 'Academy of Science Fiction, Fantasy & Horror Films, USA', 'notes': 'Best Music', 'to': [<Person id:0694173[http] name:_John Powell_>]}, {'award': 'Saturn Award', 'year': 2007, 'result': 'Nominee', 'category': 'Academy of Science Fiction, Fantasy & Horror Films, USA', 'notes': 'Best Costume', 'to': [<Person id:0538721[http] name:_Judianna Makovsky_>]}, {'award': 'Saturn Award', 'year': 2007, 'result': 'Nominee', 'category': 'Academy of Science Fiction, Fantasy & Horror Films, USA', 'notes': 'Best Special Effects', 'to': [<Person id:0116497[http] name:_John Bruno_>, <Person id:0756590[http] name:_Eric Saindon_>, <Person id:0528183[http] name:_Craig Lyn_>]}, {'award': 'ASCAP Award', 'year': 2007, 'result': 'Winner', 'category': 'ASCAP Film and Television Music Awards', 'notes': 'Top Box Office Films', 'to': [<Person id:0694173[http] name:_John Powell_>]}, {'award': 'Black Movie Award', 'year': 2006, 'result': 'Nominee', 'category': 'Black Movie Awards', 'notes': 'Outstanding Performance by an Actress in a Leading Role', 'to': [<Person id:0000932[http] name:_Halle Berry_>]}, {'award': 'CDG Award', 'year': 2007, 'result': 'Nominee', 'category': 'Costume Designers Guild Awards', 'notes': 'Excellence in Fantasy Film', 'to': [<Person id:0538721[http] name:_Judianna Makovsky_>]}, {'award': 'Empire Award', 'year': 2007, 'result': 'Nominee', 'category': 'Empire Awards, UK', 'notes': 'Best Sci-Fi/Fantasy', 'to': []}, {'award': 'Empire Award', 'year': 2007, 'result': 'Nominee', 'category': 'Empire Awards, UK', 'notes': 'Scene of the Year', 'to': []}, {'award': 'Golden Schmoes', 'year': 2006, 'result': 'Winner', 'category': 'Golden Schmoes Awards', 'notes': 'Biggest Disappointment of the Year', 'to': []}, {'award': 'Golden Schmoes', 'year': 2006, 'result': 'Nominee', 'category': 'Golden Schmoes Awards', 'notes': 'Best Special Effects of the Year', 'to': []}, {'award': 'Golden Trailer', 'year': 2006, 'result': 'Nominee', 'category': 'Golden Trailer Awards', 'notes': 'Summer 2006 Blockbuster', 'to': []}, {'award': 'Hollywood Film Award', 'year': 2006, 'result': 'Winner', 'category': 'Hollywood Film Awards', 'notes': 'Make-Up of the Year', 'to': [<Person id:0262956[http] name:_Kris Evans_>]}, {'award': 'IFMCA Award', 'year': 2007, 'result': 'Nominee', 'category': 'International Film Music Critics Award (IFMCA)', 'notes': 'Film Score of the Year', 'to': [<Person id:0694173[http] name:_John Powell_>]}, {'award': 'IFMCA Award', 'year': 2007, 'result': 'Nominee', 'category': 'International Film Music Critics Award (IFMCA)', 'notes': 'Best Original Score for a Fantasy/Science Fiction/Horror Film', 'to': [<Person id:0694173[http] name:_John Powell_>]}, {'award': 'Audience Award', 'year': 2007, 'result': 'Nominee', 'category': 'Irish Film and Television Awards', 'notes': 'Best International Actor', 'to': [<Person id:0005212[http] name:_Ian McKellen_>]}, {'award': 'IOMA', 'year': 2007, 'result': 'Nominee', 'category': 'Italian Online Movie Awards (IOMA)', 'notes': 'Best Special Effects (Migliori effetti speciali)', 'to': []}, {'award': 'Blimp Award', 'year': 2007, 'result': 'Nominee', 'category': ""Kids' Choice Awards, USA"", 'notes': 'Favorite Female Movie Star', 'to': [<Person id:0000932[http] name:_Halle Berry_>]}, {'award': 'Sierra Award', 'year': 2006, 'result': 'Winner', 'category': 'Las Vegas Film Critics Society Awards', 'notes': 'Best Visual Effects', 'to': []}, {'award': 'OFTA Film Award', 'year': 2007, 'result': 'Nominee', 'category': 'Online Film & Television Association', 'notes': 'Best Visual Effects', 'to': [<Person id:0116497[http] name:_John Bruno_>, <Person id:0756590[http] name:_Eric Saindon_>, <Person id:0528183[http] name:_Craig Lyn_>, <Person id:0905011[http] name:_Mike Vézina_>]}, {'award': ""People's Choice Award"", 'year': 2007, 'result': 'Nominee', 'category': ""People's Choice Awards, USA"", 'notes': 'Favorite Movie', 'to': []}, {'award': ""People's Choice Award"", 'year': 2007, 'result': 'Nominee', 'category': ""People's Choice Awards, USA"", 'notes': 'Favorite Movie Drama', 'to': []}, {'award': 'Satellite Award', 'year': 2006, 'result': 'Winner', 'category': 'Satellite Awards', 'notes': 'Best Film Editing', 'to': [<Person id:0375068[http] name:_Mark Helfrich_>, <Person id:0325358[http] name:_Mark Goldblatt_>, <Person id:0939167[http] name:_Julia Wong_>]}, {'award': 'Satellite Award', 'year': 2006, 'result': 'Nominee', 'category': 'Satellite Awards', 'notes': 'Best Cinematography', 'to': [<Person id:0005883[http] name:_Dante Spinotti_>]}, {'award': 'Satellite Award', 'year': 2006, 'result': 'Nominee', 'category': 'Satellite Awards', 'notes': 'Best Visual Effects', 'to': [<Person id:0116497[http] name:_John Bruno_>]}, {'award': 'Satellite Award', 'year': 2006, 'result': 'Nominee', 'category': 'Satellite Awards', 'notes': 'Best Sound (Editing & Mixing)', 'to': [<Person id:0556541[http] name:_Steve Maslow_>, <Person id:0376153[http] name:_Doug Hemphill_>, <Person id:0488794[http] name:_John A. Larsen_>, <Person id:0458946[http] name:_Rick Klein_>]}, {'award': 'Scream Award', 'year': 2006, 'result': 'Winner', 'category': 'Scream Awards', 'notes': 'Best Screen-To-Comic Adaptation', 'to': []}, {'award': 'Scream Award', 'year': 2006, 'result': 'Nominee', 'category': 'Scream Awards', 'notes': 'Best Superhero', 'to': [<Person id:0000463[http] name:_Famke Janssen_>]}, {'award': 'Scream Award', 'year': 2006, 'result': 'Nominee', 'category': 'Scream Awards', 'notes': 'Sexiest Superhero', 'to': [<Person id:0000463[http] name:_Famke Janssen_>]}, {'award': 'Teen Choice Award', 'year': 2006, 'result': 'Nominee', 'category': 'Teen Choice Awards', 'notes': 'Movies - Choice Action Adventure', 'to': []}, {'award': 'Teen Choice Award', 'year': 2006, 'result': 'Nominee', 'category': 'Teen Choice Awards', 'notes': 'Movies - Choice Actor: Drama/Action Adventure', 'to': [<Person id:0413168[http] name:_Hugh Jackman_>]}, {'award': 'Teen Choice Award', 'year': 2006, 'result': 'Nominee', 'category': 'Teen Choice Awards', 'notes': 'Movies - Choice Actress: Drama/Action Adventure', 'to': [<Person id:0000932[http] name:_Halle Berry_>]}, {'award': 'Teen Choice Award', 'year': 2006, 'result': 'Nominee', 'category': 'Teen Choice Awards', 'notes': 'Movie - Choice Rumble', 'to': []}, {'award': 'Teen Choice Award', 'year': 2006, 'result': 'Nominee', 'category': 'Teen Choice Awards', 'notes': 'Movies - Choice Liplock', 'to': [<Person id:0000463[http] name:_Famke Janssen_>, <Person id:0413168[http] name:_Hugh Jackman_>]}, {'award': 'Teen Choice Award', 'year': 2006, 'result': 'Nominee', 'category': 'Teen Choice Awards', 'notes': 'Movies - Choice Sleazebag', 'to': [<Person id:0005212[http] name:_Ian McKellen_>]}, {'award': 'Teen Choice Award', 'year': 2006, 'result': 'Nominee', 'category': 'Teen Choice Awards', 'notes': 'Choice Summer Movie: Drama/Action-Adventure', 'to': []}, {'award': 'Stinker Award', 'year': 2006, 'result': 'Nominee', 'category': 'The Stinkers Bad Movie Awards', 'notes': 'Most Annoying Fake Accent: Female', 'to': [<Person id:0001593[http] name:_Anna Paquin_>]}, {'award': 'VES Award', 'year': 2007, 'result': 'Nominee', 'category': 'Visual Effects Society Awards', 'notes': 'Best Single Visual Effect of the Year', 'to': [<Person id:0756590[http] name:_Eric Saindon_>, <Person id:1323821[http] name:_Cyndi Ochs_>, <Person id:0218340[http] name:_G.G. Heitmann Demers_>, <Person id:1100121[http] name:_Roger Shortt_>]}, {'award': 'Taurus Award', 'year': 2007, 'result': 'Nominee', 'category': 'World Stunt Awards', 'notes': 'Best Fight', 'to': [<Person id:2680811[http] name:_Mike Lambert_>, <Person id:0103525[http] name:_Richard Bradshaw_>, <Person id:0609561[http] name:_Mark Mottram_>]}, {'award': 'Taurus Award', 'year': 2007, 'result': 'Nominee', 'category': 'World Stunt Awards', 'notes': 'Best Fight', 'to': [<Person id:1470339[http] name:_Lani Gelera_>, <Person id:0882659[http] name:_Angela Uyeda_>, <Person id:0198137[http] name:_Crystal Dalman_>]}, {'award': 'Taurus Award', 'year': 2007, 'result': 'Nominee', 'category': 'World Stunt Awards', 'notes': 'Best Overall Stunt by a Woman', 'to': [<Person id:1470339[http] name:_Lani Gelera_>, <Person id:0882659[http] name:_Angela Uyeda_>, <Person id:0198137[http] name:_Crystal Dalman_>]}, {'award': 'Young Artist Award', 'year': 2007, 'result': 'Nominee', 'category': 'Young Artist Awards', 'notes': 'Best Performance in a Feature Film - Supporting Young Actor', 'to': [<Person id:1080974[http] name:_Cameron Bright_>]}]",0376994,234362462,224893546
25,Mouth to Mouth (2005),['Drama'],['103'],"['United Kingdom', 'Germany', 'Canada', 'Portugal']","['gb', 'de', 'ca', 'pt']",2867.0,2005.0,6.2,09 May 2008 (UK),movie,"[{'award': 'Grand Jury Prize', 'year': 2007, 'result': 'Winner', 'category': 'Annonay International Festival of First Films', 'to': [<Person id:0614819[http] name:_Alison Murray_>]}, {'award': 'Lycéens Jury Prize', 'year': 2007, 'result': 'Winner', 'category': 'Annonay International Festival of First Films', 'to': [<Person id:0614819[http] name:_Alison Murray_>]}, {'award': 'Grand Chameleon', 'year': 2005, 'result': 'Winner', 'category': 'Brooklyn International Film Festival', 'to': [<Person id:0614819[http] name:_Alison Murray_>]}]",0383518,2150,3168
26,Hard Candy (2005),"['Drama', 'Thriller']",['104'],['United States'],['us'],148680.0,2005.0,7.1,28 Apr 2006 (USA),movie,"[{'award': 'Austin Film Critics Award', 'year': 2007, 'result': 'Winner', 'category': 'Austin Film Critics Association', 'notes': 'Best Actress', 'to': [<Person id:0680983[http] name:_Ellen Page_>]}, {'award': 'British Independent Film Award', 'year': 2006, 'result': 'Nominee', 'category': 'British Independent Film Awards', 'notes': 'Best Foreign Independent Film', 'to': []}, {'award': 'Chlotrudis Award', 'year': 2007, 'result': 'Nominee', 'category': 'Chlotrudis Awards', 'notes': 'Best Actress', 'to': [<Person id:0680983[http] name:_Ellen Page_>]}, {'award': 'Grand Special Prize', 'year': 2006, 'result': 'Nominee', 'category': 'Deauville Film Festival', 'to': [<Person id:1720541[http] name:_David Slade_>]}, {'award': 'Empire Award', 'year': 2007, 'result': 'Nominee', 'category': 'Empire Awards, UK', 'notes': 'Best Female Newcomer', 'to': [<Person id:0680983[http] name:_Ellen Page_>]}, {'award': 'Chainsaw Award', 'year': 2006, 'result': 'Nominee', 'category': 'Fangoria Chainsaw Awards', 'notes': 'Relationship from Hell', 'to': [<Person id:0680983[http] name:_Ellen Page_>, <Person id:0933940[http] name:_Patrick Wilson_>]}, {'award': 'Chainsaw Award', 'year': 2006, 'result': 'Nominee', 'category': 'Fangoria Chainsaw Awards', 'notes': 'Creepiest Kid', 'to': [<Person id:0680983[http] name:_Ellen Page_>]}, {'award': 'Chainsaw Award', 'year': 2006, 'result': 'Nominee', 'category': 'Fangoria Chainsaw Awards', 'notes': 'Best With Less', 'to': [<Person id:1720541[http] name:_David Slade_>]}, {'award': 'Golden Schmoes', 'year': 2006, 'result': 'Nominee', 'category': 'Golden Schmoes Awards', 'notes': 'Best Actress of the Year', 'to': [<Person id:0680983[http] name:_Ellen Page_>]}, {'award': 'Golden Schmoes', 'year': 2006, 'result': 'Nominee', 'category': 'Golden Schmoes Awards', 'notes': 'Breakthrough Performance of the Year', 'to': [<Person id:0680983[http] name:_Ellen Page_>]}, {'award': 'Golden Schmoes', 'year': 2006, 'result': 'Nominee', 'category': 'Golden Schmoes Awards', 'notes': 'Favorite Movie Poster of the Year', 'to': []}, {'award': 'Golden Trailer', 'year': 2006, 'result': 'Nominee', 'category': 'Golden Trailer Awards', 'notes': 'Best Thriller', 'to': []}, {'award': 'Golden Trailer', 'year': 2006, 'result': 'Nominee', 'category': 'Golden Trailer Awards', 'notes': 'Best Titles in a Trailer', 'to': []}, {'award': 'Best Actress', 'year': 2006, 'result': 'Winner', 'category': 'Málaga International Week of Fantastic Cinema', 'to': [<Person id:0680983[http] name:_Ellen Page_>]}, {'award': 'Best Cinematography', 'year': 2006, 'result': 'Winner', 'category': 'Málaga International Week of Fantastic Cinema', 'to': [<Person id:1173522[http] name:_Jo Willems_>]}, {'award': 'Best Director', 'year': 2006, 'result': 'Winner', 'category': 'Málaga International Week of Fantastic Cinema', 'to': [<Person id:1720541[http] name:_David Slade_>]}, {'award': 'Youth Jury Award', 'year': 2006, 'result': 'Winner', 'category': 'Málaga International Week of Fantastic Cinema', 'notes': 'Best Feature Film', 'to': [<Person id:1720541[http] name:_David Slade_>]}, {'award': 'OFCS Award', 'year': 2007, 'result': 'Nominee', 'category': 'Online Film Critics Society Awards', 'notes': 'Best Breakthrough Performance', 'to': [<Person id:0680983[http] name:_Ellen Page_>]}, {'award': 'PFCS Award', 'year': 2006, 'result': 'Winner', 'category': 'Phoenix Film Critics Society Awards', 'notes': 'Overlooked Film of the Year', 'to': []}, {'award': 'Audience Award', 'year': 2005, 'result': 'Winner', 'category': 'Sitges - Catalonian International Film Festival', 'notes': 'Best Feature Film', 'to': [<Person id:1720541[http] name:_David Slade_>]}, {'award': 'Best Film', 'year': 2005, 'result': 'Winner', 'category': 'Sitges - Catalonian International Film Festival', 'to': [<Person id:1720541[http] name:_David Slade_>]}, {'award': 'Best Screenplay', 'year': 2005, 'result': 'Winner', 'category': 'Sitges - Catalonian International Film Festival', 'to': [<Person id:0625198[http] name:_Brian Nelson_>]}, {'award': 'WFCC Award', 'year': 2006, 'result': 'Winner', 'category': 'Women Film Critics Circle Awards', 'notes': 'Best Equality of the Sexes', 'to': [<Person id:0680983[http] name:_Ellen Page_>]}]",0424136,1024640,5997569
27,Wilby Wonderful (2004),"['Comedy', 'Drama', 'Romance']",['99'],['Canada'],['ca'],1449.0,2004.0,6.6,09 Sep 2005 (Spain),movie,"[{'award': 'Atlantic Canadian Award', 'year': 2004, 'result': 'Winner', 'category': 'Atlantic Film Festival', 'notes': 'Outstanding Performance by an Actor - Female', 'to': [<Person id:0680983[http] name:_Ellen Page_>]}, {'award': 'Chlotrudis Award', 'year': 2006, 'result': 'Nominee', 'category': 'Chlotrudis Awards', 'notes': 'Best Ensemble Cast', 'to': []}, {'award': 'Chlotrudis Award', 'year': 2006, 'result': 'Nominee', 'category': 'Chlotrudis Awards', 'notes': 'Best Original Screenplay', 'to': [<Person id:0532914[http] name:_Daniel MacIvor_>]}, {'award': 'Chlotrudis Award', 'year': 2006, 'result': 'Nominee', 'category': 'Chlotrudis Awards', 'notes': 'Best Supporting Actress', 'to': [<Person id:0644897[http] name:_Sandra Oh_>]}, {'award': 'Genie', 'year': 2005, 'result': 'Nominee', 'category': 'Genie Awards', 'notes': 'Best Performance by an Actress in a Supporting Role', 'to': [<Person id:0680983[http] name:_Ellen Page_>]}, {'award': 'Genie', 'year': 2005, 'result': 'Nominee', 'category': 'Genie Awards', 'notes': 'Best Achievement in Music - Original Song', 'to': [<Person id:0420953[http] name:_Rebecca Jenkins_>]}, {'award': 'VFCC Award', 'year': 2005, 'result': 'Winner', 'category': 'Vancouver Film Critics Circle', 'notes': 'Best Supporting Actress - Canadian Film', 'to': [<Person id:0420953[http] name:_Rebecca Jenkins_>]}, {'award': 'VFCC Award', 'year': 2005, 'result': 'Nominee', 'category': 'Vancouver Film Critics Circle', 'notes': 'Best Director - Canadian Film', 'to': [<Person id:0532914[http] name:_Daniel MacIvor_>]}]",0383717,nan,nan
28,Love That Boy (2003),['Drama'],['85'],['Canada'],['ca'],377.0,2003.0,6.4,,movie,"[{'award': 'VFCC Award', 'year': 2004, 'result': 'Nominee', 'category': 'Vancouver Film Critics Circle', 'notes': 'Best Actress - Canadian Film', 'to': [<Person id:0514879[http] name:_Nadia Litz_>]}]",0328078,nan,nan
29,Touch & Go (2003),['Comedy'],['103'],['Canada'],['ca'],85.0,2003.0,5.6,,movie,,0367159,nan,nan
30,The Crying Booth (2002),['Short'],['5'],['Canada'],['ca'],19.0,2002.0,3.8,2002 (Canada),movie,,3845782,nan,nan
31,The Wet Season (2002),"['Drama', 'Short']",['7'],['Canada'],['ca'],81.0,2002.0,6.4,,movie,,0410884,nan,nan
32,Marion Bridge (2002),['Drama'],['90'],['Canada'],['ca'],1223.0,2002.0,6.8,18 Apr 2003 (Canada),movie,"[{'award': 'ACTRA Maritimes Award', 'year': 2003, 'result': 'Winner', 'category': 'ACTRA Awards', 'notes': 'Outstanding Performance - Female', 'to': [<Person id:0680983[http] name:_Ellen Page_>]}, {'award': 'Atlantic Canadian Award - Honorable Mention', 'year': 2002, 'result': 'Winner', 'category': 'Atlantic Film Festival', 'notes': 'Excellence in Editing', 'to': [<Person id:0813193[http] name:_Dean Soltys_>]}, {'award': 'Chlotrudis Award', 'year': 2004, 'result': 'Winner', 'category': 'Chlotrudis Awards', 'notes': 'Buried Treasure', 'to': []}, {'award': 'Chlotrudis Award', 'year': 2004, 'result': 'Nominee', 'category': 'Chlotrudis Awards', 'notes': 'Best Adapted Screenplay', 'to': [<Person id:0532914[http] name:_Daniel MacIvor_>]}, {'award': 'Chlotrudis Award', 'year': 2004, 'result': 'Nominee', 'category': 'Chlotrudis Awards', 'notes': 'Best Cast', 'to': []}, {'award': 'Best Canadian First Feature', 'year': 2002, 'result': 'Winner', 'category': 'Cinéfest Sudbury', 'to': [<Person id:0902092[http] name:_Wiebke von Carolsfeld_>]}, {'award': 'DGC Craft Award', 'year': 2003, 'result': 'Nominee', 'category': 'Directors Guild of Canada', 'notes': 'Outstanding Achievement in Direction - Feature Film', 'to': [<Person id:0902092[http] name:_Wiebke von Carolsfeld_>]}, {'award': 'Genie', 'year': 2004, 'result': 'Nominee', 'category': 'Genie Awards', 'notes': 'Best Performance by an Actress in a Leading Role', 'to': [<Person id:0420953[http] name:_Rebecca Jenkins_>]}, {'award': 'Genie', 'year': 2004, 'result': 'Nominee', 'category': 'Genie Awards', 'notes': 'Best Performance by an Actress in a Leading Role', 'to': [<Person id:0662504[http] name:_Molly Parker_>]}, {'award': 'Genie', 'year': 2004, 'result': 'Nominee', 'category': 'Genie Awards', 'notes': 'Best Screenplay, Adapted', 'to': [<Person id:0532914[http] name:_Daniel MacIvor_>]}, {'award': 'Tiger Award', 'year': 2003, 'result': 'Nominee', 'category': 'Rotterdam International Film Festival', 'to': [<Person id:0902092[http] name:_Wiebke von Carolsfeld_>]}, {'award': 'Best Canadian First Feature Film', 'year': 2002, 'result': 'Winner', 'category': 'Toronto International Film Festival', 'to': [<Person id:0902092[http] name:_Wiebke von Carolsfeld_>]}, {'award': 'Youth Jury Award', 'year': 2004, 'result': 'Winner', 'category': 'Verona Love Screens Film Festival', 'to': [<Person id:0902092[http] name:_Wiebke von Carolsfeld_>]}, {'award': 'Best Film', 'year': 2004, 'result': 'Nominee', 'category': 'Verona Love Screens Film Festival', 'to': [<Person id:0902092[http] name:_Wiebke von Carolsfeld_>]}]",0329355,nan,nan
